"sessionLog"	"actionFrames"	"totalTime_secs"	"imgExports"	"p_16sec"	"p_8sec"	"p_4sec"	"p_2sec"	"p_1sec"	"pauseMin"	"pauseMax"	"pauseMedian"	"pauseMean"
"1"	"2017-04-01-16-48-02_gamepadKeys.txt"	182	15.947	7	0	0	0	1	2	0.0279999999999987	2.968	0.0339999999999989	0.0881049723756906
"2"	"2017-04-01-16-48-36_gamepadKeys.txt"	1	0	0	0	0	0	0	0	Inf	-Inf	NA	NA
"3"	"2017-04-01-16-48-37_gamepadKeys.txt"	3424	311.45	1	0	3	8	26	53	0.0269999999999868	10.532	0.0330000000000155	0.0909874379199533
"4"	"2017-04-01-16-54-31_gamepadKeys.txt"	1	0	0	0	0	0	0	0	Inf	-Inf	NA	NA
"5"	"2017-04-01-16-54-32_gamepadKeys.txt"	5410	631.185	5	0	7	27	51	119	0.02699999999993	12.266	0.0330000000001291	0.116691625069329
"6"	"2017-04-01-17-05-13_gamepadKeys.txt"	5737	456.891	1	0	2	10	38	84	0.0270000000000437	8.93399999999997	0.0330000000001291	0.0796532426778243
"7"	"2017-04-01-17-12-53_gamepadKeys.txt"	4075	381.882	4	0	2	12	32	60	0.0270000000000437	9.96899999999982	0.0330000000001291	0.0937363770250368
"8"	"2017-04-01-17-19-22_gamepadKeys.txt"	4982	269.302	0	0	0	5	18	35	0.0269999999998163	5.40300000000002	0.0330000000001291	0.0540658502308773
"9"	"2017-04-01-17-23-54_gamepadKeys.txt"	36	7.632	0	0	0	1	1	2	0.0279999999997926	4.90200000000004	0.0329999999999018	0.218057142857132
"10"	"2017-04-01-17-24-05_gamepadKeys.txt"	1390	103.766	0	0	0	0	8	20	0.0279999999997926	3.83300000000008	0.0329999999999018	0.0747055435565155
"11"	"2017-04-01-17-25-50_gamepadKeys.txt"	1	0	0	0	0	0	0	0	Inf	-Inf	NA	NA
"12"	"2017-04-01-17-25-51_gamepadKeys.txt"	4099	352.925	0	0	1	7	30	58	0.0269999999995889	8.26599999999962	0.0330000000003565	0.0861212786725231
"13"	"2017-04-01-17-31-44_gamepadKeys.txt"	1	0	0	0	0	0	0	0	Inf	-Inf	NA	NA
"14"	"2017-04-01-17-31-45_gamepadKeys.txt"	8247	600.849	2	1	2	10	46	90	0.0270000000000437	66.9939999999997	0.0330000000003565	0.0728655105505699
"15"	"2017-04-01-17-41-56_gamepadKeys.txt"	1	0	0	0	0	0	0	0	Inf	-Inf	NA	NA
"16"	"2017-04-09-19-13-11_gamepadKeys.txt"	9955	854.918	3	0	2	30	71	143	0.02699999999993	10.034	0.0330000000000155	0.0858868796463733
"17"	"2017-04-09-19-29-12_gamepadKeys.txt"	1019	56.769	0	0	0	1	5	7	0.02699999999993	6.70100000000002	0.0330000000000155	0.0557652259332024
"18"	"2017-04-09-19-30-10_gamepadKeys.txt"	5889	572.916	4	1	8	23	48	93	0.0260000000000673	22.836	0.0330000000001291	0.0973023097826087
"19"	"2017-04-09-19-39-44_gamepadKeys.txt"	1	0	0	0	0	0	0	0	Inf	-Inf	NA	NA
"20"	"2017-04-09-19-39-45_gamepadKeys.txt"	3448	341.039	2	1	5	13	30	47	0.0269999999998163	50.77	0.0330000000001291	0.0989379170293008
